beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Velvet Merlin","Firestone Walker Brewing Company","Stout - Oatmeal",5.5,27,,,,,,,,,"2015-02-14 19:51:28",https://untappd.com/c/155215996,https://untappd.com/beer/7927,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,155215996,7927,524,,3.87,3.87,,0,0
"Serrano Chili Double Stout","Green Flash Brewing Company","Stout - Imperial / Double",8.8,55,,,,,,,,,"2015-02-14 19:52:19",https://untappd.com/c/155216393,https://untappd.com/beer/256781,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,155216393,256781,609,,3.8,3.8,,0,0
"Sucaba (2015)","Firestone Walker Brewing Company","Barleywine - English",13.3,42,,,,,,,,5,"2015-02-14 20:19:18",https://untappd.com/c/155228696,https://untappd.com/beer/939201,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,155228696,939201,524,,4.41,4.4,,0,0
"City of the Dead","Modern Times Beer","Stout - Coffee",7.5,30,,,,,,,,5,"2015-02-14 22:47:29",https://untappd.com/c/155268202,https://untappd.com/beer/958690,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,,155268202,958690,68356,,4.02,4.02,,1,0
Grazias,"Mike Hess Brewing","Cream Ale",6.3,30,,,,,,,,5,"2015-02-17 17:00:04",https://untappd.com/c/155910340,https://untappd.com/beer/13872,https://untappd.com/brewery/2174,"United States","San Diego",CA,,,,155910340,13872,2174,,3.54,3.54,,0,0
"The Harlot","Societe Brewing Company","Belgian Blonde",5.6,0,,,,,,,,3,"2015-02-21 13:36:57",https://untappd.com/c/156981482,https://untappd.com/beer/167194,https://untappd.com/brewery/29606,"United States","San Diego",CA,,,,156981482,167194,29606,,3.65,3.65,,1,0
"Olde Ale (Bourbon & Brandy Barrel Aged)","AleSmith Brewing Company","Old Ale",11,0,,"AleSmith Brewing Company","San Diego",CA,"United States",32.8923,-117.145,5,"2015-02-28 15:27:56",https://untappd.com/c/159009240,https://untappd.com/beer/992313,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,,159009240,992313,2471,,4.38,4.23,,1,0
"Speedway Stout w/ Kona Coffee","AleSmith Brewing Company","Stout - Imperial / Double Coffee",12,0,,,,,,,,4,"2015-02-28 21:12:34",https://untappd.com/c/159246033,https://untappd.com/beer/984851,https://untappd.com/brewery/2471,"United States","San Diego",CA,,,,159246033,984851,2471,,4.26,4.22,,1,0
"Bourbon Abominable (2014)","Fremont Brewing","Winter Ale",11,47,,,,,,,,5,"2015-02-28 21:13:34",https://untappd.com/c/159246387,https://untappd.com/beer/934039,https://untappd.com/brewery/1508,"United States",Seattle,WA,,,,159246387,934039,1508,,4.44,4.38,,0,0
"News From Nowhere","Modern Times Beer","Sour - Flanders Red Ale",7.6,15,,,,,,,,4,"2015-02-28 21:15:21",https://untappd.com/c/159247008,https://untappd.com/beer/876709,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,,159247008,876709,68356,,4.17,4.12,,1,0
"Booming Rollers","Modern Times Beer","IPA - American",6.8,75,,,,,,,,3,"2015-03-01 20:20:24",https://untappd.com/c/159545073,https://untappd.com/beer/659812,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,,159545073,659812,68356,,3.92,3.92,,0,0
"Veritas 015","The Lost Abbey","American Wild Ale",6.5,0,,"Port Brewing Co / The Lost Abbey","San Marcos",CA,"United States",33.1416,-117.149,5,"2015-03-07 10:38:21",https://untappd.com/c/160793414,https://untappd.com/beer/968167,https://untappd.com/brewery/2712,"United States","San Marcos",CA,,,,160793414,968167,2712,,4.52,4.46,,0,0
"Angel's Share","The Lost Abbey","Strong Ale - American",12.5,0,,,,,,,,4,"2015-03-07 10:38:55",https://untappd.com/c/160793708,https://untappd.com/beer/45974,https://untappd.com/brewery/2712,"United States","San Marcos",CA,,,,160793708,45974,2712,,4.18,4.16,,0,0
"Dank & Sticky","The Hop Concept","IPA - Imperial / Double",8.5,85,,"Port Brewing Co / The Lost Abbey","San Marcos",CA,"United States",33.1416,-117.149,4,"2015-03-07 10:53:17",https://untappd.com/c/160800849,https://untappd.com/beer/899960,https://untappd.com/brewery/172284,"United States","San Marcos",CA,,,,160800849,899960,172284,,3.98,3.97,,1,0
"Valencia Gold","Almanac Beer Company","Belgian Strong Golden Ale",8.5,30,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,4,"2015-03-07 12:29:42",https://untappd.com/c/160859318,https://untappd.com/beer/968964,https://untappd.com/brewery/8039,"United States",Alameda,CA,,,,160859318,968964,8039,,3.62,3.62,,0,0
Polochic,"Craftsman Brewing Company","Farmhouse Ale - Saison",6.5,0,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,2,"2015-03-07 12:43:09",https://untappd.com/c/160868620,https://untappd.com/beer/991722,https://untappd.com/brewery/411,"United States",Pasadena,CA,,,,160868620,991722,411,,3.72,3.67,,0,0
"Conflux Series No. 3: Doppel Dinkel Bock","Deschutes Brewery","Bock - Doppelbock",10.7,20,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,4,"2015-03-07 13:28:33",https://untappd.com/c/160901063,https://untappd.com/beer/717326,https://untappd.com/brewery/441,"United States",Bend,OR,,,,160901063,717326,441,,3.68,3.68,,0,0
"Rye Be Bitter","Cellarmaker Brewing Company","English Bitter",4.3,25,,"Blind Lady Ale House","San Diego",CA,"United States",32.7634,-117.12,2,"2015-03-14 19:08:56",https://untappd.com/c/163259956,https://untappd.com/beer/720207,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163259956,720207,82753,,3.56,3.59,,0,0
"Something Light","Cellarmaker Brewing Company","Blonde Ale",4.7,21,,"Blind Lady Ale House","San Diego",CA,"United States",32.7634,-117.12,,"2015-03-14 19:10:39",https://untappd.com/c/163261224,https://untappd.com/beer/999890,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163261224,999890,82753,,3.63,3.65,,0,0
"No Agreement","Cellarmaker Brewing Company","Pale Ale - American",5.6,44,,,,,,,,2,"2015-03-14 19:11:19",https://untappd.com/c/163261629,https://untappd.com/beer/1006674,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163261629,1006674,82753,,3.82,3.71,,0,0
"Mo' Nelson","Cellarmaker Brewing Company","IPA - American",7,65,,,,,,,,3.5,"2015-03-14 19:11:48",https://untappd.com/c/163262031,https://untappd.com/beer/735027,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163262031,735027,82753,,4.06,4.03,,0,0
"Are You Afraid Of The Dank?","Cellarmaker Brewing Company","IPA - Imperial / Double",8.7,90,,,,,,,,5,"2015-03-14 19:12:18",https://untappd.com/c/163262327,https://untappd.com/beer/504683,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163262327,504683,82753,,4.14,4.09,,1,0
"Coffee & Cigarettes","Cellarmaker Brewing Company","Porter - Coffee",7.7,45,,,,,,,,4,"2015-03-14 19:13:43",https://untappd.com/c/163263358,https://untappd.com/beer/536115,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,163263358,536115,82753,,4.12,4.11,,0,0
"Jazz Hands","Fall Brewing Company","Sour - Berliner Weisse",4.5,0,,"Fall Brewing Co.","San Diego",CA,"United States",32.76,-117.13,1,"2015-03-14 23:11:40",https://untappd.com/c/163355063,https://untappd.com/beer/938189,https://untappd.com/brewery/169664,"United States","San Diego",CA,,,,163355063,938189,169664,,3.72,3.71,,0,0
"2 AM Bike Ride","Fall Brewing Company","Stout - American",5,0,,,,,,,,1,"2015-03-14 23:12:37",https://untappd.com/c/163355181,https://untappd.com/beer/895118,https://untappd.com/brewery/169664,"United States","San Diego",CA,,,,163355181,895118,169664,,3.91,3.9,,0,0
"Plenty For All","Fall Brewing Company","Pilsner - Other",4.8,0,,,,,,,,3,"2015-03-14 23:13:10",https://untappd.com/c/163355252,https://untappd.com/beer/883133,https://untappd.com/brewery/169664,"United States","San Diego",CA,,,,163355252,883133,169664,,3.57,3.57,,0,0
Nelson,"Alpine Beer Company","IPA - Rye",7,40,,"Churchill's Pub and Grille","San Marcos",CA,"United States",33.1353,-117.185,5,"2015-03-21 15:35:46",https://untappd.com/c/165325158,https://untappd.com/beer/5805,https://untappd.com/brewery/29,"United States",Alpine,CA,,,,165325158,5805,29,,4.08,4.08,,1,0
"Berliner Weisse (Dry Hopped)","Belching Beaver Brewery","Sour - Berliner Weisse",3.1,0,,"Churchill's Pub and Grille","San Marcos",CA,"United States",33.1353,-117.185,3,"2015-03-21 16:28:38",https://untappd.com/c/165372266,https://untappd.com/beer/1014428,https://untappd.com/brewery/43025,"United States",Oceanside,CA,,,,165372266,1014428,43025,,3.61,3.65,,0,0
"tart X Sour Blonde Wild Ale","Toolbox Brewing Company","American Wild Ale",5.5,0,,"Toolbox Brewing Co.",Vista,CA,"United States",33.1367,-117.227,4,"2015-03-21 16:56:46",https://untappd.com/c/165397457,https://untappd.com/beer/800504,https://untappd.com/brewery/154802,"United States",Vista,CA,,,,165397457,800504,154802,,3.85,3.8,,0,0
"My Cousin, Strawberry Wild Brett","Toolbox Brewing Company","American Wild Ale",6.7,0,,"Toolbox Brewing Co.",Vista,CA,"United States",33.1367,-117.227,1,"2015-03-21 17:27:16",https://untappd.com/c/165424511,https://untappd.com/beer/920067,https://untappd.com/brewery/154802,"United States",Vista,CA,,,,165424511,920067,154802,,3.47,3.53,,0,0
"SweetBabyTrey Farmhouse Brett","Toolbox Brewing Company","American Wild Ale",6,0,,"Toolbox Brewing Co.",Vista,CA,"United States",33.1367,-117.227,3,"2015-03-21 17:28:07",https://untappd.com/c/165425120,https://untappd.com/beer/854027,https://untappd.com/brewery/154802,"United States",Vista,CA,,,,165425120,854027,154802,,3.51,3.55,,0,0
"VIRGIN CHERRY","Toolbox Brewing Company","Sour - Other",5.8,0,,"Toolbox Brewing Co.",Vista,CA,"United States",33.1367,-117.227,4,"2015-03-21 17:28:56",https://untappd.com/c/165425869,https://untappd.com/beer/898830,https://untappd.com/brewery/154802,"United States",Vista,CA,,,,165425869,898830,154802,,3.87,3.84,,1,0
"Pistol Whip'd","Noble Ale Works","Pilsner - Czech",4.5,26,,"Barrel Republic - Pacific Beach","San Diego",CA,"United States",32.7983,-117.247,4,"2015-03-22 11:01:17",https://untappd.com/c/165680206,https://untappd.com/beer/251781,https://untappd.com/brewery/6377,"United States",Anaheim,CA,,,,165680206,251781,6377,,3.47,3.49,,1,0
"Old And In The Way (2012)","High Water Brewing","Barleywine - English",11,0,"So smooth right now.  Found the bottle at whole foods.",,,,,,,5,"2015-03-22 20:52:33",https://untappd.com/c/165911338,https://untappd.com/beer/688329,https://untappd.com/brewery/8099,"United States",Lodi,CA,,,,165911338,688329,8099,,4.22,3.81,,0,0
"Pale Ale","Twisted Manzanita Ales","Pale Ale - American",6.6,0,,"Scripps Institution of Oceanography","La Jolla",CA,"United States",32.866,-117.253,4,"2015-03-27 18:30:54",https://untappd.com/c/167046100,https://untappd.com/beer/8591,https://untappd.com/brewery/1658,"United States",Santee,CA,,,,167046100,8591,1658,,3.41,3.46,,1,0
"Monsters' Park (Bourbon Barrel w/ Coconut & Cocoa Nibs)","Modern Times Beer","Stout - Imperial / Double",13.7,60,,"Modern Times Lomaland Fermentorium","San Diego",CA,"United States",32.7543,-117.206,5,"2015-03-28 16:04:52",https://untappd.com/c/167477673,https://untappd.com/beer/743589,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,,167477673,743589,68356,,4.32,4.29,,0,0
"Silva Stout (2015)","Green Flash Brewing Company","Stout - Imperial / Double",10.1,45,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,5,"2015-04-02 23:20:17",https://untappd.com/c/168973583,https://untappd.com/beer/1022980,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,168973583,1022980,609,,3.87,3.87,,2,1
"Blind Pig IPA","Russian River Brewing Company","IPA - American",6.1,70,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,5,"2015-04-04 19:37:43",https://untappd.com/c/169871159,https://untappd.com/beer/4041,https://untappd.com/brewery/5143,"United States",Windsor,CA,,,,169871159,4041,5143,,4.16,4.16,,1,0
Duet,"Alpine Beer Company","IPA - American",7,45,,,,,,,,5,"2015-04-04 20:41:54",https://untappd.com/c/169903888,https://untappd.com/beer/5804,https://untappd.com/brewery/29,"United States",Alpine,CA,,,,169903888,5804,29,,3.96,3.96,,3,0
"Beer Camp Hoppy Lager (2015)","Sierra Nevada Brewing Co.","Lager - IPL (India Pale Lager)",7,55,,,,,,,,3,"2015-04-05 15:56:58",https://untappd.com/c/170154676,https://untappd.com/beer/912763,https://untappd.com/brewery/1142,"United States",Chico,CA,,,,170154676,912763,1142,,3.65,3.65,,0,0
"Big Bad Baptist (Release #34)","Epic Brewing Co. (Utah, Colorado)","Stout - Imperial / Double",12.7,0,,,,,,,,4,"2015-04-05 21:44:59",https://untappd.com/c/170255992,https://untappd.com/beer/824838,https://untappd.com/brewery/7216,"United States","Salt Lake City",UT,,,,170255992,824838,7216,,4.38,4.17,,0,0
Nelson,"Alpine Beer Company","IPA - Rye",7,40,,"Salt & Cleaver","San Diego",CA,"United States",32.7472,-117.16,5,"2015-04-11 18:43:13",https://untappd.com/c/172118046,https://untappd.com/beer/5805,https://untappd.com/brewery/29,"United States",Alpine,CA,,,,172118046,5805,29,,4.08,4.08,,2,0
"Weihenstephaner Hefeweissbier","Bayerische Staatsbrauerei Weihenstephan",Hefeweizen,5.4,14,,"Salt & Cleaver","San Diego",CA,"United States",32.7472,-117.16,5,"2015-04-11 18:44:28",https://untappd.com/c/172119025,https://untappd.com/beer/8745,https://untappd.com/brewery/88,Germany,Freising,Bayern,,,,172119025,8745,88,,3.81,3.81,,1,0
"Chai-Spiced Imperial Russian Stout","Stone Brewing","Stout - Russian Imperial",10.6,65,,,,,,,,,"2015-04-13 07:42:34",https://untappd.com/c/172581777,https://untappd.com/beer/998460,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,172581777,998460,1204,,3.91,3.9,,0,0
"Two Hearted Ale","Bell's Brewery","IPA - American",7,55,,,,,,,,3,"2015-04-16 20:27:39",https://untappd.com/c/173407024,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,173407024,4133,2507,,3.96,3.96,,0,0
"Hans' Pils","Real Ale Brewing Company","Pilsner - German",5.3,50,,"Vivo 53","Fort Worth",TX,"United States",32.7535,-97.3332,3,"2015-04-25 14:13:56",https://untappd.com/c/176251815,https://untappd.com/beer/25420,https://untappd.com/brewery/1044,"United States",Blanco,TX,,,,176251815,25420,1044,,3.49,3.5,,0,0
"VanderGhinste Roodbruin","Brouwerij Omer Vander Ghinste","Sour - Flanders Oud Bruin",5.5,20,,,,,,,,3,"2015-04-25 15:33:00",https://untappd.com/c/176315328,https://untappd.com/beer/169434,https://untappd.com/brewery/5213,Belgium,Bellegem,Vlaanderen,,,,176315328,169434,5213,,3.71,3.71,,0,0
"Operation Collaboration","Peticolas Brewing Company","IPA - American",8,75,,"World of Beer","Fort Worth",TX,"United States",32.7514,-97.3642,3,"2015-04-25 15:33:51",https://untappd.com/c/176316063,https://untappd.com/beer/1023481,https://untappd.com/brewery/13688,"United States",Dallas,TX,,,,176316063,1023481,13688,,3.87,3.85,,0,0
"Armand'4 Lente (Spring)","Brouwerij 3 Fonteinen","Lambic - Gueuze",6,0,,,,,,,,,"2015-05-03 07:46:25",https://untappd.com/c/178975023,https://untappd.com/beer/66323,https://untappd.com/brewery/3562,Belgium,Beersel,Vlaanderen,,,,178975023,66323,3562,,4.69,4.57,,0,0
"Imperial Stone Bu","de Garde Brewing","Sour - Fruited Berliner Weisse",5.3,0,,,,,,,,,"2015-05-03 07:47:56",https://untappd.com/c/178975298,https://untappd.com/beer/1071803,https://untappd.com/brewery/64039,"United States",Tillamook,OR,,,,178975298,1071803,64039,,4.5,4.42,,0,0
"Beaucoup Violet","de Garde Brewing","American Wild Ale",6.5,0,,,,,,,,,"2015-05-03 07:49:11",https://untappd.com/c/178975444,https://untappd.com/beer/1071492,https://untappd.com/brewery/64039,"United States",Tillamook,OR,,,,178975444,1071492,64039,,4.49,4.31,,0,0
"Imperial Cherry Bu","de Garde Brewing","Sour - Fruited Berliner Weisse",5.5,0,,,,,,,,,"2015-05-03 07:49:26",https://untappd.com/c/178975567,https://untappd.com/beer/1071211,https://untappd.com/brewery/64039,"United States",Tillamook,OR,,,,178975567,1071211,64039,,4.34,4.14,,0,0
"Imperial Raz Bu","de Garde Brewing","Sour - Fruited Berliner Weisse",5.4,0,,,,,,,,,"2015-05-03 07:50:24",https://untappd.com/c/178975688,https://untappd.com/beer/995355,https://untappd.com/brewery/64039,"United States",Tillamook,OR,,,,178975688,995355,64039,,4.51,4.37,,0,0
"Armand'4 Zomer (Summer)","Brouwerij 3 Fonteinen","Lambic - Gueuze",6,0,,,,,,,,,"2015-05-03 07:51:59",https://untappd.com/c/178975989,https://untappd.com/beer/66324,https://untappd.com/brewery/3562,Belgium,Beersel,Vlaanderen,,,,178975989,66324,3562,,4.64,4.53,,1,0
"Armand'4 Herfst (Autumn)","Brouwerij 3 Fonteinen","Lambic - Gueuze",6,0,,,,,,,,,"2015-05-03 07:52:45",https://untappd.com/c/178976086,https://untappd.com/beer/96435,https://untappd.com/brewery/3562,Belgium,Beersel,Vlaanderen,,,,178976086,96435,3562,,4.6,4.49,,0,0
"Armand'4 Winter (Winter)","Brouwerij 3 Fonteinen","Lambic - Gueuze",6,0,,,,,,,,,"2015-05-03 07:53:07",https://untappd.com/c/178976145,https://untappd.com/beer/111181,https://untappd.com/brewery/3562,Belgium,Beersel,Vlaanderen,,,,178976145,111181,3562,,4.58,4.45,,0,0
"Sticky Hands","Block 15 Brewing Company","IPA - Imperial / Double",8.1,0,"1 day old",,,,,,,4,"2015-05-03 07:53:27",https://untappd.com/c/178976250,https://untappd.com/beer/303588,https://untappd.com/brewery/1735,"United States",Corvallis,OR,,,,178976250,303588,1735,,4.16,4.15,,1,0
"Petit Azacca","de Garde Brewing","Farmhouse Ale - Saison",5,0,,,,,,,,,"2015-05-03 07:57:07",https://untappd.com/c/178976863,https://untappd.com/beer/961530,https://untappd.com/brewery/64039,"United States",Tillamook,OR,,,,178976863,961530,64039,,4.28,4.21,,0,0
"Mamma Mia! Pizza Beer","Pizza Beer Company","Spiced / Herbed Beer",4.6,0,"Is it beer or pizza?  Only one way to find out.",,,,,,,,"2015-05-03 08:02:27",https://untappd.com/c/178977759,https://untappd.com/beer/4948,https://untappd.com/brewery/1000,"United States","St. Charles",IL,,,,178977759,4948,1000,,2.59,2.68,,2,0
"Noble Star Collection: Black Forest Cherry","August Schell Brewing Company","Sour - Fruited Berliner Weisse",5.1,5,,,,,,,,,"2015-05-03 08:04:25",https://untappd.com/c/178978133,https://untappd.com/beer/758948,https://untappd.com/brewery/4905,"United States","New Ulm",MN,,,,178978133,758948,4905,,3.93,3.9,,0,0
"Funnel Cake","Forgotten Boardwalk Brewing","Cream Ale",5.5,25,,,,,,,,,"2015-05-03 08:19:45",https://untappd.com/c/178980757,https://untappd.com/beer/837397,https://untappd.com/brewery/159435,"United States","Cherry Hill",NJ,,,,178980757,837397,159435,,3.46,3.46,,1,0
"Czech Pilsner","Buoy Beer Company","Pilsner - Czech",6.2,35,,,,,,,,,"2015-05-03 08:21:48",https://untappd.com/c/178981186,https://untappd.com/beer/590236,https://untappd.com/brewery/109792,"United States",Astoria,OR,,,,178981186,590236,109792,,3.6,3.61,,1,0
"Boat Beer","Carton Brewing Company","IPA - Session / India Session Ale",4.2,35,,,,,,,,,"2015-05-03 08:22:29",https://untappd.com/c/178981237,https://untappd.com/beer/63631,https://untappd.com/brewery/9558,"United States","Atlantic Highlands",NJ,,,,178981237,63631,9558,,3.74,3.73,,2,0
"12th Anniversary Sour Pale Ale","Green Flash Brewing Company","Sour - Other",5.9,0,,,,,,,,3,"2015-05-08 22:53:26",https://untappd.com/c/180591237,https://untappd.com/beer/908087,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,180591237,908087,609,,3.72,3.72,,1,0
"4th Anniversary Santee Strong Ale","Twisted Manzanita Ales","Strong Ale - American",14,0,,"Twisted Manzanita Brewing Pacific Beach Tasting Room","San Diego",CA,"United States",32.7987,-117.256,4,"2015-05-14 20:08:14",https://untappd.com/c/182413544,https://untappd.com/beer/729611,https://untappd.com/brewery/1658,"United States",Santee,CA,,,,182413544,729611,1658,,3.78,3.7,,2,0
"Danger Ranger","Twisted Manzanita Ales","Red Ale - Imperial / Double",8.5,53,,"Twisted Manzanita Brewing Pacific Beach Tasting Room","San Diego",CA,"United States",32.7987,-117.256,3,"2015-05-14 20:49:19",https://untappd.com/c/182425485,https://untappd.com/beer/300074,https://untappd.com/brewery/1658,"United States",Santee,CA,,,,182425485,300074,1658,,3.69,3.68,,1,0
"No Control","Cellarmaker Brewing Company","Pale Ale - American",5.8,38,,"Modern Times Lomaland Fermentorium","San Diego",CA,"United States",32.7543,-117.206,3,"2015-05-17 12:31:54",https://untappd.com/c/183611066,https://untappd.com/beer/1083084,https://untappd.com/brewery/82753,"United States","San Francisco",CA,,,,183611066,1083084,82753,,3.84,3.74,,1,0
"Farmhouse Noir (Batch 2)","Sante Adairius Rustic Ales","Farmhouse Ale - Saison",7.7,0,"Oh Damn","Modern Times Lomaland Fermentorium","San Diego",CA,"United States",32.7543,-117.206,5,"2015-05-17 12:41:54",https://untappd.com/c/183616190,https://untappd.com/beer/972566,https://untappd.com/brewery/31355,"United States",Capitola,CA,,,,183616190,972566,31355,,4.19,4.15,,1,0
"Branthill ESB","Magnolia Brewing Company","Extra Special / Strong Bitter",4.97,0,,"Modern Times Lomaland Fermentorium","San Diego",CA,"United States",32.7543,-117.206,3,"2015-05-17 13:46:06",https://untappd.com/c/183649802,https://untappd.com/beer/40807,https://untappd.com/brewery/813,"United States","San Francisco",CA,,,,183649802,40807,813,,3.53,3.57,,1,0
"Spring IPA","Faction Brewing","IPA - American",6.8,60,,"Modern Times Lomaland Fermentorium","San Diego",CA,"United States",32.7543,-117.206,4,"2015-05-17 13:46:38",https://untappd.com/c/183650080,https://untappd.com/beer/610481,https://untappd.com/brewery/54084,"United States",Alameda,CA,,,,183650080,610481,54084,,3.85,3.84,,1,0
"Superfuzz Blood Orange Pale","Elysian Brewing Company","Pale Ale - American",6.4,45,,"La Jolla Brewing Company","La Jolla",CA,"United States",32.8409,-117.274,2,"2015-05-19 18:58:05",https://untappd.com/c/184206768,https://untappd.com/beer/360414,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,184206768,360414,7294,,3.63,3.63,,0,0
"Windan' Bock","La Jolla Brewing Company","Bock - Single / Traditional",8,0,"Nail polish remover and bubblegum, what a mess","La Jolla Brewing Company","La Jolla",CA,"United States",32.8409,-117.274,1,"2015-05-19 20:55:30",https://untappd.com/c/184240890,https://untappd.com/beer/994773,https://untappd.com/brewery/106564,"United States","La Jolla",CA,,,,184240890,994773,106564,,3.37,3.57,,0,0
"Mattina Rossa","Allagash Brewing Company","Sour - Fruited",6.9,0,"Wow wow wow",,,,,,,5,"2015-05-22 19:26:02",https://untappd.com/c/185136728,https://untappd.com/beer/68039,https://untappd.com/brewery/24,"United States",Portland,ME,,,,185136728,68039,24,,4.31,4.28,,1,0
"Empty Hats","Modern Times Beer","Sour - Flanders Oud Bruin",7.4,15,,,,,,,,4,"2015-05-23 22:22:57",https://untappd.com/c/185799176,https://untappd.com/beer/898780,https://untappd.com/brewery/68356,"United States","San Diego",CA,,,,185799176,898780,68356,,4.22,4.14,,0,0
"Sucaba (2013)","Firestone Walker Brewing Company","Barleywine - English",12.5,42,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,5,"2015-06-05 18:20:59",https://untappd.com/c/189970812,https://untappd.com/beer/306841,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,189970812,306841,524,https://untappd.s3.amazonaws.com/photo/2015_06_06/5047aa1f58514a97a9f7a6e072097931_raw.jpg,4.44,4.42,,1,0
"Double DBA","Firestone Walker Brewing Company","Strong Ale - American",12,29,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,4,"2015-06-05 19:54:15",https://untappd.com/c/190037354,https://untappd.com/beer/94429,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,190037354,94429,524,,4.18,4.17,,1,0
Hannah,"Fieldwork® Brewing Company","Farmhouse Ale - Bière de Garde",8.6,0,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,3,"2015-06-07 13:08:30",https://untappd.com/c/190840354,https://untappd.com/beer/1058993,https://untappd.com/brewery/184717,"United States",Berkeley,CA,,,,190840354,1058993,184717,,3.71,3.7,,0,0
"Black Xantus (2013)","Humboldt Brewing Company","Stout - Russian Imperial",11,60,,"O'Brien's Pub","San Diego",CA,"United States",32.8253,-117.156,,"2015-06-07 13:56:04",https://untappd.com/c/190862874,https://untappd.com/beer/346775,https://untappd.com/brewery/65523,"United States","Paso Robles",CA,,,,190862874,346775,65523,,4.17,4.13,,1,0
"San Diego Surprise","Alpine Beer Company","Pale Ale - American",5.5,60,,"Alpine Beer Company",Alpine,CA,"United States",32.8352,-116.763,5,"2015-06-14 16:12:09",https://untappd.com/c/193257387,https://untappd.com/beer/695641,https://untappd.com/brewery/29,"United States",Alpine,CA,,,,193257387,695641,29,,3.83,3.81,,0,0
"Veto Power Belgian Tripel","Council Brewing Company","Belgian Tripel",9.2,0,,"Council Brewing Co.","San Diego",CA,"United States",32.8345,-117.154,3,"2015-06-22 18:51:00",https://untappd.com/c/195923262,https://untappd.com/beer/683839,https://untappd.com/brewery/128582,"United States","San Diego",CA,,,,195923262,683839,128582,,3.6,3.61,,0,0
"Béatitude Blueberry Tart Saison","Council Brewing Company","Sour - Fruited",4.5,0,,"Council Brewing Co.","San Diego",CA,"United States",32.8345,-117.154,4,"2015-06-22 18:52:21",https://untappd.com/c/195923728,https://untappd.com/beer/979111,https://untappd.com/brewery/128582,"United States","San Diego",CA,,,,195923728,979111,128582,https://untappd.s3.amazonaws.com/photo/2015_06_23/a5a753e25214e245b53b2e0b160fd728_raw.jpg,3.85,3.84,,1,0
"Beatitude Mango Tart Saison","Council Brewing Company","Sour - Fruited",4.5,0,,"Council Brewing Co.","San Diego",CA,"United States",32.8345,-117.154,4,"2015-06-22 18:53:13",https://untappd.com/c/195924049,https://untappd.com/beer/990010,https://untappd.com/brewery/128582,"United States","San Diego",CA,,,,195924049,990010,128582,,3.89,3.88,,0,0
"Pirate's Breakfast","Council Brewing Company","Stout - Imperial / Double Oatmeal",8.4,0,,"Council Brewing Co.","San Diego",CA,"United States",32.8345,-117.154,5,"2015-06-22 18:54:54",https://untappd.com/c/195924637,https://untappd.com/beer/675146,https://untappd.com/brewery/128582,"United States","San Diego",CA,,,,195924637,675146,128582,,3.83,3.82,,1,0
"Robust Porter","Council Brewing Company","Porter - Other",6.6,0,,"Council Brewing Co.","San Diego",CA,"United States",32.8345,-117.154,3,"2015-06-22 18:57:15",https://untappd.com/c/195925503,https://untappd.com/beer/852593,https://untappd.com/brewery/128582,"United States","San Diego",CA,,,,195925503,852593,128582,,3.75,3.72,,0,0
